MyUnknownColumn,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
4075,0,8.0,Mobile,3,20.0,CC,Male,3.0,4,Fashion,3,Married,3,0,19.0,2.0,2.0,3.0,211.28
2496,0,1.0,Mobile,1,33.0,CC,Female,2.0,5,Laptop,5,Married,1,0,21.0,1.0,1.0,0.0,148.77
3858,0,1.0,Computer,1,9.0,COD,Female,3.0,4,Mobile,1,Single,3,1,14.0,2.0,2.0,4.0,162.6
3028,0,4.0,Mobile,3,12.0,E wallet,Female,2.0,5,Laptop,3,Married,3,0,14.0,1.0,2.0,3.0,186.18
2507,1,0.0,Mobile,3,16.0,CC,Male,2.0,4,Fashion,5,Married,10,0,17.0,0.0,6.0,0.0,203.06
1031,0,13.0,Mobile,1,21.0,DC,Female,3.0,4,Fashion,3,Married,2,0,13.0,1.0,14.0,12.0,204.35
905,0,4.0,Mobile,3,14.0,DC,Male,2.0,3,Fashion,2,Married,2,0,18.0,2.0,9.0,9.0,207.93
3209,0,3.0,Computer,1,7.0,DC,Male,4.0,6,Mobile,2,Married,3,0,19.0,3.0,3.0,9.0,152.2
334,0,14.0,Computer,1,8.0,UPI,Female,3.0,4,Laptop,3,Single,3,1,17.0,0.0,1.0,7.0,168.11
4130,0,10.0,Computer,1,11.0,DC,Female,4.0,4,Laptop,4,Married,9,0,14.0,2.0,2.0,3.0,176.31
1225,0,0.0,Mobile,3,8.0,CC,Female,2.0,1,Laptop,3,Single,1,0,14.0,0.0,1.0,7.0,165.0
4176,0,6.0,Mobile,1,12.0,DC,Male,4.0,2,Mobile,4,Married,2,1,13.0,2.0,2.0,6.0,157.98
2871,0,8.0,Mobile,1,34.0,CC,Female,4.0,4,Mobile,4,Single,4,0,16.0,2.0,2.0,3.0,148.11
4858,0,9.0,Mobile,3,25.0,CC,Female,3.0,4,Laptop,3,Married,3,0,17.0,2.0,2.0,1.0,171.01
5283,0,9.0,Mobile,1,17.0,CC,Female,3.0,4,Laptop,3,Single,5,1,17.0,1.0,2.0,5.0,186.42
1792,0,8.0,Mobile,3,6.0,E wallet,Male,2.0,3,Laptop,3,Married,10,0,11.0,0.0,6.0,9.0,147.17
1865,0,21.0,Mobile,3,8.0,E wallet,Male,2.0,1,Laptop,4,Married,4,0,12.0,0.0,2.0,2.0,181.2
1586,0,5.0,Computer,3,32.0,E wallet,Male,3.0,3,Laptop,1,Married,1,0,18.0,2.0,2.0,2.0,144.65
2632,0,15.0,Mobile,1,19.0,CC,Male,3.0,1,Laptop,5,Married,6,0,18.0,1.0,1.0,0.0,155.38
2374,0,13.0,Computer,1,15.0,UPI,Male,2.0,3,Laptop,3,Married,4,0,11.0,0.0,1.0,7.0,139.75
3171,0,8.0,Mobile,1,7.0,DC,Male,3.0,5,Mobile,2,Divorced,3,1,14.0,1.0,2.0,4.0,161.22
2848,0,14.0,Mobile,3,11.0,E wallet,Male,4.0,5,Fashion,2,Divorced,9,0,12.0,3.0,2.0,12.0,233.55
3248,0,6.0,Computer,1,31.0,DC,Male,4.0,4,Laptop,2,Divorced,3,0,16.0,3.0,5.0,8.0,178.09
4223,0,31.0,Mobile,3,32.0,DC,Female,5.0,4,Fashion,5,Single,9,0,12.0,7.0,8.0,10.0,201.37
2817,1,1.0,Mobile,1,31.0,DC,Male,3.0,5,Mobile,3,Single,7,1,15.0,1.0,2.0,4.0,145.28
69,0,18.0,Computer,1,8.0,CC,Male,3.0,4,Grocery,2,Divorced,10,0,23.0,1.0,11.0,8.0,267.92
2152,0,11.0,Mobile,3,16.0,E wallet,Male,3.0,4,Fashion,3,Married,1,1,14.0,1.0,2.0,7.0,187.4
1169,0,14.0,Mobile,1,11.0,DC,Male,2.0,1,Laptop,4,Single,4,0,12.0,1.0,1.0,2.0,168.7
4762,0,4.0,Mobile,1,9.0,CC,Female,3.0,5,Laptop,1,Single,7,1,25.0,2.0,2.0,1.0,193.77
1849,1,8.0,Computer,3,32.0,DC,Female,3.0,3,Laptop,5,Married,3,0,14.0,0.0,1.0,0.0,142.86
4564,0,2.0,Mobile,1,24.0,CC,Male,4.0,4,Laptop,5,Married,3,0,13.0,1.0,2.0,9.0,170.58
5596,0,1.0,Mobile,3,12.0,CC,Male,3.0,4,Mobile,5,Single,3,1,12.0,2.0,2.0,3.0,148.8
367,0,21.0,Mobile,1,6.0,DC,Female,2.0,4,Grocery,5,Divorced,8,0,11.0,0.0,2.0,2.0,254.01999999999998
1880,0,14.0,Mobile,2,16.0,UPI,Male,3.0,4,Others,1,Married,4,0,15.0,1.0,12.0,6.0,291.41
226,0,5.0,Mobile,1,16.0,CC,Female,3.0,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,7.0,123.69999999999999
2920,0,26.0,Mobile,1,9.0,DC,Female,3.0,5,Mobile,2,Single,9,0,16.0,1.0,3.0,3.0,157.12
962,0,10.0,Mobile,3,13.0,COD,Male,2.0,3,Mobile,3,Married,1,1,25.0,0.0,5.0,7.0,123.08000000000001
24,1,14.0,Computer,1,14.0,DC,Male,2.0,5,Fashion,2,Single,3,0,15.0,0.0,1.0,3.0,206.5
4939,1,15.0,Mobile,1,11.0,DC,Male,3.0,4,Mobile,3,Married,11,1,13.0,1.0,3.0,8.0,149.61
3024,0,19.0,Mobile,1,15.0,UPI,Male,4.0,4,Laptop,2,Divorced,11,0,15.0,8.0,10.0,9.0,161.97
3639,0,13.0,Mobile,1,25.0,DC,Male,3.0,4,Laptop,3,Single,2,0,12.0,1.0,2.0,8.0,170.34
2049,0,8.0,Mobile,3,9.0,DC,Male,3.0,3,Fashion,1,Married,7,0,13.0,0.0,1.0,8.0,178.23
1801,0,4.0,Mobile,3,13.0,DC,Male,2.0,4,Fashion,1,Married,10,0,21.0,1.0,1.0,3.0,215.57
214,0,0.0,Mobile,3,14.0,E wallet,Female,2.0,3,Laptop,4,Divorced,2,0,18.0,0.0,1.0,7.0,162.14
4771,0,9.0,Mobile,1,14.0,UPI,Male,3.0,4,Fashion,3,Single,5,0,22.0,1.0,2.0,3.0,227.21
5040,0,6.0,Computer,1,20.0,UPI,Female,4.0,5,Mobile,4,Married,3,0,21.0,3.0,3.0,3.0,159.0
3832,0,19.0,Mobile,1,12.0,CC,Female,3.0,6,Laptop,5,Single,3,1,15.0,2.0,2.0,5.0,182.69
1412,0,18.0,Mobile,1,13.0,DC,Male,2.0,3,Fashion,5,Married,3,0,17.0,0.0,1.0,0.0,197.24
329,0,2.0,Mobile,1,25.0,COD,Male,2.0,3,Laptop,2,Married,5,0,12.0,0.0,1.0,2.0,142.62
3854,0,14.0,Mobile,1,23.0,DC,Female,3.0,4,Fashion,1,Single,8,1,16.0,2.0,4.0,4.0,204.45
1236,0,0.0,Computer,1,16.0,UPI,Male,3.0,1,Mobile,1,Married,1,0,18.0,2.0,7.0,7.0,125.44
5616,0,9.0,Computer,1,25.0,DC,Male,4.0,4,Laptop,3,Married,3,1,15.0,1.0,2.0,3.0,181.89
2016,0,10.0,Mobile,1,16.0,DC,Male,2.0,3,Mobile,4,Married,2,0,14.0,1.0,1.0,0.0,120.08000000000001
33,0,13.0,Mobile,3,10.0,E wallet,Male,3.0,4,Fashion,2,Divorced,8,0,11.0,2.0,2.0,11.0,208.55
1986,0,5.0,Computer,3,11.0,DC,Male,2.0,3,Laptop,4,Married,2,0,14.0,2.0,5.0,3.0,165.24
5245,1,1.0,Computer,1,10.0,DC,Female,3.0,4,Mobile,3,Single,3,0,13.0,3.0,8.0,8.0,165.84
1660,0,16.0,Computer,1,16.0,DC,Female,2.0,3,Mobile,1,Single,1,0,19.0,0.0,1.0,7.0,124.55000000000001
1422,0,18.0,Mobile,1,12.0,UPI,Male,2.0,3,Fashion,5,Married,5,1,14.0,1.0,2.0,0.0,232.45
5319,0,13.0,Computer,1,11.0,CC,Female,3.0,4,Laptop,3,Single,2,0,14.0,4.0,4.0,9.0,175.42
1512,0,3.0,Mobile,3,11.0,DC,Female,2.0,3,Fashion,1,Married,3,0,12.0,1.0,7.0,4.0,194.19
814,1,0.0,Mobile,1,13.0,DC,Male,3.0,3,Laptop,3,Divorced,2,0,18.0,1.0,1.0,1.0,148.83
2693,0,13.0,Mobile,1,7.0,DC,Male,3.0,3,Grocery,5,Married,3,0,11.0,1.0,11.0,16.0,268.23
497,0,5.0,Mobile,3,19.0,DC,Male,3.0,3,Laptop,2,Married,3,0,11.0,0.0,1.0,3.0,144.03
3259,0,10.0,Computer,3,15.0,DC,Male,4.0,5,Fashion,5,Single,3,0,16.0,1.0,2.0,10.0,200.87
4264,0,11.0,Computer,1,9.0,DC,Male,4.0,5,Laptop,1,Married,7,0,15.0,2.0,2.0,1.0,176.63
5035,0,18.0,Mobile,1,36.0,UPI,Male,3.0,4,Laptop,1,Single,3,0,26.0,7.0,14.0,18.0,170.41
5416,0,12.0,Computer,1,9.0,CC,Female,4.0,5,Mobile,4,Married,6,0,15.0,1.0,2.0,6.0,149.68
5026,0,14.0,Computer,3,9.0,CC,Male,4.0,4,Laptop,4,Married,7,0,13.0,2.0,2.0,1.0,168.27
5176,1,1.0,Mobile,1,15.0,DC,Female,3.0,5,Mobile,4,Single,3,0,13.0,1.0,2.0,1.0,137.61
61,0,13.0,Mobile,1,10.0,CC,Female,2.0,3,Others,3,Divorced,2,0,14.0,1.0,9.0,9.0,290.33
4433,0,11.0,Mobile,3,13.0,CC,Male,4.0,4,Laptop,1,Married,6,0,15.0,2.0,2.0,2.0,190.02
3111,1,1.0,Mobile,1,32.0,COD,Female,4.0,5,Mobile,4,Divorced,7,0,17.0,1.0,2.0,2.0,150.46
790,1,0.0,Computer,1,16.0,DC,Female,2.0,4,Mobile,3,Single,2,0,20.0,2.0,2.0,2.0,126.25
1403,0,4.0,Mobile,1,13.0,DC,Male,2.0,3,Laptop,1,Married,4,0,22.0,0.0,1.0,7.0,159.15
352,0,23.0,Computer,2,9.0,CC,Male,2.0,3,Others,4,Divorced,2,0,11.0,1.0,10.0,7.0,282.0
1231,0,14.0,Mobile,3,14.0,E wallet,Female,2.0,3,Laptop,4,Married,6,0,21.0,1.0,1.0,4.0,143.93
2071,0,4.0,Computer,1,6.0,DC,Female,3.0,3,Laptop,5,Married,2,0,12.0,1.0,1.0,3.0,141.48
1835,0,11.0,Mobile,1,16.0,DC,Female,2.0,3,Mobile,5,Single,4,0,17.0,0.0,1.0,0.0,126.19
3748,1,1.0,Mobile,3,31.0,CC,Female,3.0,5,Laptop,4,Single,2,1,24.0,3.0,11.0,11.0,170.99
3727,0,19.0,Mobile,1,36.0,COD,Male,3.0,4,Fashion,1,Divorced,6,1,19.0,2.0,2.0,3.0,218.8
2631,0,13.0,Mobile,1,8.0,DC,Female,3.0,3,Mobile,5,Married,5,0,17.0,1.0,1.0,2.0,133.77
3201,0,10.0,Mobile,1,16.0,CC,Male,3.0,5,Laptop,4,Married,4,1,12.0,2.0,2.0,3.0,213.47
3402,0,7.0,Mobile,1,20.0,DC,Female,3.0,4,Mobile,2,Single,5,0,19.0,2.0,2.0,3.0,159.52
3374,0,14.0,Mobile,3,17.0,E wallet,Male,4.0,5,Fashion,4,Married,4,0,13.0,2.0,2.0,3.0,222.05
3924,0,21.0,Computer,3,9.0,E wallet,Male,3.0,4,Laptop,4,Married,9,0,12.0,1.0,2.0,1.0,174.78
4215,0,7.0,Computer,1,30.0,DC,Female,4.0,4,Fashion,1,Single,3,1,13.0,4.0,2.0,13.0,259.58
4404,0,19.0,Mobile,1,7.0,UPI,Male,4.0,2,Others,1,Married,2,0,16.0,2.0,2.0,8.0,317.02
4003,1,1.0,Mobile,2,20.0,UPI,Male,3.0,5,Mobile,5,Married,6,1,16.0,2.0,3.0,1.0,148.35
2183,1,5.0,Computer,3,18.0,DC,Male,2.0,3,Grocery,5,Single,1,1,12.0,2.0,2.0,14.0,237.57999999999998
2437,0,10.0,Mobile,1,34.0,COD,Male,3.0,3,Mobile,1,Married,5,0,20.0,1.0,1.0,3.0,121.32
3328,0,1.0,Mobile,3,11.0,E wallet,Male,3.0,5,Laptop,5,Divorced,3,0,13.0,2.0,2.0,4.0,167.56
1048,0,9.0,Mobile,1,11.0,DC,Female,2.0,3,Fashion,5,Married,5,0,12.0,1.0,1.0,2.0,180.08
4910,0,18.0,Mobile,3,35.0,CC,Female,3.0,2,Grocery,1,Married,5,1,19.0,5.0,2.0,12.0,258.2
4007,0,1.0,Computer,1,12.0,DC,Female,3.0,4,Mobile,1,Single,2,1,15.0,2.0,2.0,3.0,148.79
4208,0,20.0,Computer,3,12.0,E wallet,Male,4.0,4,Laptop,1,Single,6,1,22.0,2.0,2.0,9.0,182.72
444,0,9.0,Computer,3,14.0,DC,Male,3.0,4,Fashion,5,Single,2,0,15.0,0.0,1.0,9.0,175.87
5310,0,9.0,Mobile,1,25.0,DC,Male,3.0,2,Laptop,5,Married,3,0,12.0,2.0,2.0,11.0,177.08
4239,0,20.0,Mobile,2,12.0,CC,Male,4.0,4,Laptop,4,Married,3,1,23.0,2.0,2.0,3.0,175.21
4344,0,27.0,Mobile,1,20.0,CC,Female,3.0,2,Laptop,5,Married,3,0,12.0,2.0,2.0,4.0,169.5
426,0,12.0,Mobile,2,9.0,UPI,Female,2.0,2,Laptop,4,Divorced,10,0,15.0,3.0,3.0,6.0,163.89
2196,0,29.0,Mobile,1,10.0,COD,Female,3.0,3,Others,5,Married,5,0,16.0,4.0,4.0,2.0,299.43
700,0,2.0,Mobile,1,14.0,CC,Male,3.0,4,Laptop,2,Divorced,2,1,13.0,0.0,1.0,2.0,150.56
415,1,10.0,Mobile,1,6.0,DC,Female,3.0,5,Mobile,4,Single,8,1,13.0,1.0,3.0,7.0,122.16
194,0,5.0,Mobile,3,14.0,COD,Female,3.0,4,Laptop,4,Divorced,2,1,11.0,6.0,11.0,9.0,152.28
25,1,0.0,Mobile,1,15.0,CC,Female,2.0,3,Mobile,5,Single,8,0,22.0,1.0,1.0,4.0,142.0
4945,0,14.0,Mobile,1,27.0,COD,Male,4.0,4,Fashion,1,Married,6,0,21.0,4.0,12.0,3.0,228.22
5543,0,10.0,Computer,1,16.0,DC,Male,4.0,2,Mobile,4,Married,3,0,23.0,2.0,2.0,3.0,153.1
804,0,1.0,Computer,1,8.0,DC,Male,2.0,4,Mobile,2,Divorced,2,1,12.0,2.0,2.0,2.0,138.67
4667,0,3.0,Mobile,3,10.0,CC,Female,4.0,4,Laptop,3,Married,3,0,15.0,1.0,2.0,3.0,180.61
3061,0,3.0,Mobile,1,30.0,DC,Male,3.0,4,Mobile,2,Single,11,0,17.0,2.0,2.0,3.0,147.01
650,0,16.0,Mobile,3,31.0,CC,Male,3.0,4,Fashion,2,Married,6,0,13.0,1.0,2.0,0.0,234.0
359,0,4.0,Mobile,3,12.0,CC,Male,3.0,2,Laptop,2,Married,5,0,22.0,3.0,5.0,7.0,154.6
4179,0,12.0,Mobile,1,9.0,DC,Male,3.0,4,Mobile,1,Single,7,1,12.0,1.0,2.0,3.0,164.44
4009,0,6.0,Computer,3,17.0,E wallet,Male,4.0,4,Laptop,1,Single,10,0,14.0,2.0,2.0,1.0,171.48
4856,0,19.0,Computer,1,11.0,DC,Male,3.0,4,Laptop,4,Married,3,0,13.0,2.0,2.0,9.0,169.47
1877,0,20.0,Mobile,3,20.0,E wallet,Male,2.0,3,Laptop,5,Single,3,0,12.0,1.0,1.0,7.0,149.6
3124,0,5.0,Mobile,1,16.0,DC,Male,3.0,4,Fashion,4,Married,3,0,26.0,2.0,2.0,9.0,231.48000000000002
2959,0,10.0,Mobile,1,13.0,DC,Male,3.0,4,Mobile,2,Divorced,2,0,12.0,5.0,11.0,12.0,157.1
4181,1,1.0,Mobile,3,16.0,DC,Male,3.0,5,Mobile,5,Single,9,0,24.0,1.0,2.0,4.0,159.07
1556,0,3.0,Computer,1,6.0,DC,Male,2.0,4,Fashion,3,Single,2,0,22.0,4.0,5.0,8.0,184.74
2034,1,0.0,Mobile,1,10.0,COD,Male,3.0,3,Mobile,5,Single,2,0,19.0,1.0,1.0,0.0,129.73
464,1,0.0,Mobile,1,16.0,DC,Female,2.0,4,Mobile,5,Divorced,2,1,11.0,0.0,1.0,0.0,123.19
2909,0,28.0,Mobile,3,10.0,E wallet,Female,3.0,4,Laptop,5,Divorced,4,0,15.0,2.0,2.0,6.0,184.4
4633,0,23.0,Mobile,1,25.0,DC,Male,3.0,5,Others,3,Married,3,1,16.0,2.0,2.0,10.0,320.02
180,0,9.0,Computer,1,30.0,DC,Female,2.0,3,Laptop,4,Divorced,8,0,15.0,0.0,1.0,8.0,156.74
5542,0,5.0,Computer,1,10.0,CC,Male,3.0,4,Mobile,5,Married,3,1,14.0,3.0,3.0,4.0,155.65
5460,0,8.0,Mobile,3,15.0,COD,Male,4.0,2,Laptop,3,Married,3,0,22.0,3.0,5.0,9.0,192.99
203,0,6.0,Computer,3,16.0,E wallet,Male,2.0,4,Laptop,2,Single,4,0,14.0,1.0,1.0,1.0,146.82
4626,0,15.0,Mobile,3,9.0,DC,Female,4.0,4,Grocery,5,Married,9,0,17.0,1.0,12.0,9.0,290.95
972,0,10.0,Mobile,1,27.0,COD,Male,2.0,4,Mobile,5,Married,1,0,14.0,0.0,1.0,0.0,122.96000000000001
4503,0,3.0,Mobile,3,17.0,E wallet,Female,3.0,5,Laptop,4,Married,3,1,15.0,2.0,2.0,8.0,207.68
2586,0,5.0,Mobile,3,25.0,DC,Male,3.0,5,Fashion,3,Married,4,0,13.0,0.0,1.0,2.0,196.1
2700,0,9.0,Mobile,3,23.0,E wallet,Male,2.0,4,Laptop,4,Married,3,0,16.0,1.0,1.0,3.0,155.07
5525,1,1.0,Computer,3,31.0,COD,Male,3.0,2,Mobile,5,Single,3,0,18.0,1.0,2.0,1.0,135.91
1237,0,18.0,Computer,1,6.0,CC,Male,2.0,3,Laptop,3,Single,5,0,12.0,1.0,1.0,3.0,153.99
1072,0,0.0,Mobile,3,15.0,DC,Male,3.0,3,Mobile,5,Single,2,0,11.0,0.0,1.0,2.0,127.28
2699,1,19.0,Mobile,1,16.0,DC,Male,3.0,3,Mobile,1,Single,2,0,16.0,0.0,1.0,0.0,125.87
5228,1,1.0,Computer,1,9.0,CC,Male,3.0,5,Mobile,5,Single,9,0,12.0,2.0,2.0,1.0,150.61
1938,0,9.0,Mobile,1,6.0,UPI,Female,2.0,3,Laptop,4,Married,1,0,15.0,1.0,1.0,5.0,152.28
2488,0,18.0,Computer,3,32.0,E wallet,Male,2.0,4,Laptop,5,Married,2,0,15.0,3.0,4.0,5.0,143.85
2163,0,4.0,Computer,3,26.0,DC,Male,3.0,1,Mobile,1,Married,1,0,12.0,2.0,2.0,2.0,127.91
802,0,9.0,Mobile,1,8.0,DC,Female,2.0,3,Laptop,4,Single,10,1,11.0,4.0,5.0,12.0,154.1
2147,0,6.0,Computer,3,13.0,DC,Female,1.0,3,Laptop,4,Married,1,0,17.0,0.0,1.0,2.0,143.02
303,0,20.0,Mobile,1,8.0,CC,Female,3.0,3,Laptop,2,Married,6,0,13.0,0.0,1.0,4.0,150.7
4947,0,29.0,Computer,1,9.0,DC,Male,4.0,4,Fashion,4,Married,5,0,19.0,1.0,2.0,3.0,234.76
357,1,0.0,Mobile,3,19.0,CC,Male,2.0,3,Laptop,5,Married,3,0,17.0,0.0,1.0,2.0,142.33
2981,0,10.0,Mobile,1,10.0,COD,Male,2.0,4,Laptop,4,Single,6,0,13.0,7.0,8.0,8.0,169.85
1691,0,14.0,Mobile,1,12.0,CC,Male,3.0,4,Laptop,4,Single,7,1,15.0,1.0,1.0,2.0,160.32
3602,0,1.0,Mobile,1,11.0,DC,Male,3.0,4,Mobile,2,Single,3,1,21.0,1.0,3.0,3.0,153.75
1749,0,1.0,Mobile,1,23.0,CC,Male,3.0,3,Laptop,5,Married,2,0,12.0,0.0,1.0,8.0,145.58
4930,0,20.0,Mobile,1,7.0,CC,Male,3.0,4,Others,1,Married,11,0,16.0,2.0,3.0,3.0,321.27
5482,0,20.0,Mobile,1,9.0,DC,Male,3.0,4,Fashion,1,Married,5,0,15.0,1.0,5.0,3.0,210.78
4168,0,12.0,Computer,1,30.0,DC,Male,3.0,5,Fashion,3,Single,2,0,22.0,2.0,2.0,3.0,220.26
3994,0,14.0,Mobile,1,19.0,DC,Female,3.0,4,Laptop,5,Married,4,0,13.0,8.0,8.0,8.0,169.48
3951,0,12.0,Mobile,1,25.0,CC,Male,3.0,6,Laptop,1,Married,5,1,17.0,1.0,2.0,1.0,183.11
5159,0,16.0,Mobile,2,17.0,UPI,Female,3.0,4,Grocery,5,Married,2,0,16.0,1.0,2.0,10.0,292.99
2039,0,6.0,Mobile,1,6.0,DC,Female,2.0,4,Laptop,1,Single,1,0,14.0,1.0,1.0,4.0,169.49
596,0,23.0,Mobile,1,30.0,DC,Male,3.0,3,Grocery,3,Divorced,4,1,18.0,0.0,2.0,5.0,239.73000000000002
3530,0,9.0,Mobile,1,7.0,CC,Male,3.0,5,Mobile,3,Divorced,8,0,13.0,2.0,2.0,8.0,147.58
3955,0,7.0,Computer,1,11.0,COD,Male,3.0,4,Laptop,4,Married,7,0,16.0,1.0,2.0,8.0,155.55
3672,0,12.0,Computer,1,14.0,DC,Male,3.0,2,Mobile,3,Married,3,0,12.0,1.0,2.0,4.0,151.1
2689,0,10.0,Mobile,1,13.0,CC,Male,3.0,3,Laptop,5,Married,6,1,22.0,0.0,1.0,4.0,142.84
3192,0,27.0,Mobile,3,7.0,CC,Female,3.0,4,Laptop,5,Single,9,0,21.0,7.0,9.0,11.0,208.81
2083,0,12.0,Mobile,1,6.0,DC,Female,3.0,4,Grocery,1,Married,2,0,16.0,9.0,11.0,3.0,227.42000000000002
145,0,28.0,Mobile,1,6.0,CC,Male,2.0,3,Others,5,Single,1,1,14.0,1.0,4.0,13.0,290.45
1809,0,10.0,Mobile,1,6.0,COD,Female,2.0,3,Fashion,1,Single,5,0,17.0,1.0,1.0,2.0,174.91
2189,0,3.0,Mobile,3,16.0,E wallet,Male,3.0,4,Laptop,3,Married,2,0,18.0,0.0,1.0,4.0,165.78
3635,0,24.0,Mobile,1,35.0,DC,Female,3.0,4,Grocery,5,Divorced,6,1,16.0,1.0,2.0,3.0,293.8
1670,0,4.0,Computer,1,13.0,DC,Female,2.0,4,Fashion,3,Married,2,0,24.0,7.0,8.0,9.0,189.43
4184,1,1.0,Mobile,1,13.0,CC,Male,3.0,4,Mobile,5,Single,4,0,12.0,1.0,2.0,4.0,154.6
2977,0,12.0,Mobile,1,30.0,DC,Male,3.0,4,Laptop,2,Married,11,0,15.0,1.0,2.0,3.0,182.45
5083,0,8.0,Computer,2,18.0,DC,Male,3.0,5,Laptop,4,Married,6,0,12.0,1.0,2.0,9.0,169.9
3349,0,2.0,Mobile,3,12.0,CC,Male,4.0,4,Laptop,2,Single,3,0,15.0,2.0,2.0,3.0,174.08
5186,0,6.0,Mobile,3,14.0,E wallet,Male,4.0,4,Laptop,1,Married,6,0,13.0,1.0,2.0,3.0,217.04
1811,0,14.0,Mobile,3,8.0,DC,Female,3.0,3,Grocery,5,Married,8,0,16.0,1.0,11.0,8.0,265.95
3260,0,26.0,Computer,1,26.0,CC,Male,3.0,4,Mobile,2,Divorced,2,0,19.0,2.0,2.0,3.0,167.58
716,0,0.0,Mobile,1,30.0,CC,Male,2.0,3,Mobile,4,Single,9,0,22.0,1.0,1.0,2.0,135.97
609,0,0.0,Mobile,1,16.0,DC,Male,3.0,5,Mobile,5,Divorced,2,0,15.0,1.0,1.0,1.0,124.50999999999999
1996,0,20.0,Mobile,3,8.0,E wallet,Female,2.0,3,Laptop,1,Married,1,1,22.0,3.0,7.0,7.0,145.37
2683,1,0.0,Mobile,3,15.0,CC,Male,2.0,3,Mobile,1,Single,2,0,13.0,0.0,1.0,0.0,110.81
2133,0,1.0,Mobile,1,16.0,UPI,Female,2.0,3,Laptop,3,Single,4,0,13.0,0.0,1.0,7.0,136.6
3997,0,2.0,Mobile,1,7.0,CC,Female,4.0,4,Mobile,5,Married,3,0,26.0,2.0,2.0,3.0,160.91
3567,0,20.0,Mobile,1,9.0,COD,Male,3.0,4,Laptop,2,Married,4,0,12.0,2.0,2.0,5.0,198.79
3033,0,3.0,Mobile,3,17.0,E wallet,Female,3.0,5,Laptop,4,Married,3,1,15.0,1.0,2.0,8.0,207.68
982,0,11.0,Computer,2,16.0,UPI,Male,3.0,3,Laptop,3,Married,4,0,11.0,0.0,1.0,2.0,160.77
4832,0,16.0,Mobile,3,21.0,CC,Female,4.0,5,Laptop,3,Single,9,0,18.0,2.0,2.0,4.0,187.44
2265,0,7.0,Computer,1,25.0,CC,Female,2.0,3,Laptop,4,Married,5,0,13.0,0.0,5.0,10.0,144.44
4124,0,26.0,Computer,3,27.0,DC,Male,3.0,4,Mobile,1,Married,4,0,16.0,2.0,2.0,1.0,159.82
635,0,26.0,Computer,3,8.0,E wallet,Female,2.0,4,Fashion,4,Divorced,3,0,12.0,0.0,6.0,12.0,175.25
5247,0,8.0,Mobile,3,14.0,COD,Male,3.0,4,Mobile,3,Married,2,1,26.0,4.0,6.0,8.0,148.08
3944,0,23.0,Mobile,3,18.0,E wallet,Female,4.0,4,Laptop,1,Single,5,0,13.0,1.0,2.0,5.0,170.07
1703,0,9.0,Computer,3,6.0,CC,Female,2.0,3,Laptop,1,Single,5,0,15.0,1.0,1.0,0.0,166.53
347,0,10.0,Mobile,1,6.0,DC,Female,3.0,3,Laptop,4,Divorced,7,0,12.0,3.0,4.0,3.0,164.47
3110,0,3.0,Mobile,1,10.0,CC,Male,4.0,5,Fashion,3,Divorced,3,0,19.0,2.0,2.0,8.0,244.35000000000002
5014,0,19.0,Mobile,1,14.0,CC,Female,3.0,4,Mobile,3,Married,6,1,20.0,1.0,2.0,3.0,169.77
3915,0,19.0,Mobile,1,35.0,COD,Female,3.0,5,Grocery,4,Single,3,0,16.0,4.0,9.0,7.0,292.04
171,1,10.0,Mobile,1,9.0,DC,Male,2.0,3,Mobile,3,Single,2,0,13.0,0.0,1.0,0.0,114.19999999999999
3610,0,8.0,Computer,1,26.0,CC,Female,3.0,4,Laptop,4,Married,6,0,14.0,4.0,6.0,11.0,169.44
2315,0,0.0,Mobile,3,16.0,CC,Female,3.0,1,Mobile,1,Married,9,0,14.0,0.0,1.0,0.0,125.34
1734,0,10.0,Mobile,1,16.0,DC,Male,2.0,3,Laptop,4,Single,3,1,12.0,0.0,1.0,1.0,141.97
658,0,14.0,Mobile,1,13.0,COD,Female,2.0,1,Mobile,3,Divorced,2,0,13.0,1.0,1.0,8.0,133.76
3925,0,20.0,Mobile,3,9.0,DC,Male,4.0,4,Fashion,1,Married,6,1,13.0,1.0,2.0,3.0,228.68
3791,0,6.0,Mobile,1,12.0,DC,Female,4.0,5,Laptop,4,Married,5,0,13.0,2.0,3.0,6.0,183.78
4985,0,3.0,Mobile,1,15.0,CC,Male,4.0,5,Laptop,1,Married,3,1,16.0,2.0,2.0,3.0,175.56
514,0,22.0,Mobile,1,6.0,COD,Female,2.0,3,Mobile,5,Divorced,3,0,16.0,1.0,1.0,2.0,135.8
3918,0,15.0,Computer,2,11.0,UPI,Male,3.0,6,Laptop,4,Married,8,0,20.0,1.0,2.0,3.0,189.3
5032,0,7.0,Computer,3,32.0,CC,Female,3.0,4,Laptop,3,Married,3,0,13.0,1.0,2.0,2.0,170.39
5563,0,13.0,Mobile,3,22.0,E wallet,Male,4.0,4,Grocery,5,Single,2,0,13.0,5.0,2.0,11.0,258.41
